name,id1,birth_date,birth_city,birth_state,birth_country,bats,throws,height_in,weight_lbs,hall_of_fame,seasons_played,career_ops,career_g,career_ab,career_h,career_hr,career_rbi,career_bb,career_war,tie_lahman_id,tie_name,relation
Harold Reynolds,reynh001,1960-11-26,Eugene,OR,USA,B,R,71,165,,12,0.668,1374,4782,1233,21,353,480,15.84,reynd101,Don Reynolds,Brother
Harry Spilman,spilh001,1954-07-18,Albany,GA,USA,L,R,73,180,,12,0.83,563,810,192,18,117,81,-0.16,walkg001,Greg Walker,Cousin
Hawk Taylor,taylh102,1939-04-03,Metropolis,IL,USA,R,R,73,187,,2,0.638,121,144,33,3,27,12,-0.25,taylb106,Bob Taylor,Nephew
Heliot Ramos,ramoh002,1999-09-07,Humacao,,P.R.,R,R,73,188,,4,0.737,312,1171,299,44,143,95,2.64,ramoh001,Henry Ramos,Brother
Henry Blanco,blanh101,1971-08-29,Caracas,Distrito Capital,Venezuela,R,R,71,220,,16,0.674,971,2761,615,72,298,254,-1.17,blant101,Tony Blanco,Brother
Henry Cruz,cruzh101,1952-02-27,Christiansted,St. Croix,U.S. Virgin Islands,L,L,72,175,,4,0.652,171,280,64,8,34,25,-0.33,cruzj001,Jose Cruz,Brother
Henry Cruz,cruzh101,1952-02-27,Christiansted,St. Croix,U.S. Virgin Islands,L,L,72,175,,4,0.652,171,280,64,8,34,25,-0.33,cruzj004,Julio Cruz,Uncle
Henry Cruz,cruzh101,1952-02-27,Christiansted,St. Croix,U.S. Virgin Islands,L,L,72,175,,4,0.652,171,280,64,8,34,25,-0.33,cruzt101,Tommy Cruz,Brother
Henry Ramos,ramoh001,1992-04-15,Maunabo,,P.R.,B,R,72,215,,2,0.619,41,124,28,1,13,15,-0.4,ramoh002,Heliot Ramos,Brother
Herbert Perry,perrh001,1969-09-15,Live Oak,FL,USA,R,R,74,210,,9,0.9,529,1696,461,55,246,128,7.94,perrc001,Chan Perry,Brother
Herman Hill,hillh104,1945-10-12,Tuskegee,AL,USA,L,R,74,190,,2,0.167,43,24,2,0,0,0,-0.44,hillb102,Bobby Hill,Brother
Hubie Brooks,brooh001,1956-09-24,Los Angeles,CA,USA,R,R,72,178,,15,0.717,1645,5974,1608,149,824,387,13.02,moord001,Dylan Moore,Cousin
Ian Desmond,desmi001,1985-09-20,Sarasota,FL,USA,R,R,75,217,,11,0.742,1478,5442,1432,181,711,387,15.86,roenj001,,Brother-in-Law
Ike Davis,davii001,1987-03-22,Edina,MN,USA,L,L,76,220,,7,0.876,667,2076,496,81,291,294,5.89,davir001,Ron Davis,Son
Irving Falu,falui001,1983-06-06,Hato Rey,,P.R.,B,R,69,185,,3,0.717,47,119,33,0,8,8,0.07,alicl001,Luis Alicea,Cousin
Ivan Rodriguez,rodri001,1971-11-27,Manati,,P.R.,R,R,69,205,HOF,21,0.853,2543,9592,2844,311,1332,513,70.45,rodrd001,,Father
J. C. Martin,martj001,1936-12-13,Axton,VA,USA,L,R,74,188,,5,0.609,256,673,149,10,80,70,0.01,martb104,Buck Martinez,Son
J. D. Drew,drewj001,1975-11-20,Tallahassee,FL,USA,L,R,73,200,,14,0.873,1566,5173,1437,242,795,862,44.86,drews001,Stephen Drew,Brother
J. D. Drew,drewj001,1975-11-20,Tallahassee,FL,USA,L,R,73,200,,14,0.873,1566,5173,1437,242,795,862,44.86,drewt001,,Brother
J. J. Davis,davij103,1978-10-25,Glendora,CA,USA,R,R,76,250,,4,0.465,67,106,19,1,9,9,-1.29,grism101,Marquis Grissom,Nephew
J. P. Crawford,crawj002,1995-01-11,Long Beach,CA,USA,L,R,74,202,,9,0.709,930,3369,837,67,344,441,21.87,crawc002,Carl Crawford,Cousin
J. R. House,housj103,1979-11-11,Charleston,WV,USA,R,R,72,215,,5,0.573,32,60,10,3,4,1,-0.35,harrs105,,Brother-in-Law
J. R. House,housj103,1979-11-11,Charleston,WV,USA,R,R,72,215,,5,0.573,32,60,10,3,4,1,-0.35,harrv104,,Brother-in-Law
J. R. Phillips,philj003,1970-04-29,West Covina,CA,USA,L,L,74,205,,7,0.754,242,501,94,23,67,38,-2.19,philk001,Kyle Phillips,Brother
JT Riddle,riddj101,1991-10-12,Frankfort,KY,USA,L,R,73,190,,6,0.616,252,745,166,19,80,39,0.98,ridde101,,Brother
Jace Jung,jungj002,2000-10-04,San Antonio,TX,USA,L,R,72,205,,2,0.546,55,126,24,0,6,22,-0.98,jungj001,Josh Jung,Brother
Jack Clark,clarj102,1955-11-10,New Brighton,PA,USA,R,R,74,175,,18,0.854,1994,6847,1826,340,1180,1262,53.08,clarw102,Will Clark,Brother
Jack Clark,clarj102,1955-11-10,New Brighton,PA,USA,R,R,74,175,,18,0.854,1994,6847,1826,340,1180,1262,53.08,hackm101,,Cousin
Jack Clark,clarj102,1955-11-10,New Brighton,PA,USA,R,R,74,175,,18,0.854,1994,6847,1826,340,1180,1262,53.08,hackw101,,Cousin
Jack Clark,clarj102,1955-11-10,New Brighton,PA,USA,R,R,74,175,,18,0.854,1994,6847,1826,340,1180,1262,53.08,clard102,Dave Clark,Brother
Jack Hannahan,hannj104,1980-03-04,St. Paul,MN,USA,L,R,74,210,,8,0.759,614,1650,381,29,175,193,7.38,hannl102,,Father
Jack Lind,lindj002,1946-06-08,Denver,CO,USA,B,R,72,170,,2,0.427,26,37,5,0,1,5,-0.11,conco001,Onix Concepcion,Cousin
Jack Wilson,wilsj006,1977-12-29,Westlake Village,CA,USA,R,R,72,200,,12,0.739,1370,4890,1294,61,426,270,28.36,wilsj002,Jim Wilson,Son
Jackie Hernandez,hernj004,1940-09-11,Central Tinguaro,Matanzas,Cuba,R,R,71,165,,6,0.536,525,1423,301,12,115,92,-3.04,hernf001,,Son
Jackson Holliday,hollj003,2003-12-04,Austin,TX,USA,L,R,72,185,,2,0.659,209,776,178,22,78,71,1.02,hollm001,Matt Holliday,Son
Jake Brown,browj109,1948-03-22,Sumrall,MS,USA,R,R,74,200,,1,0.571,41,43,9,0,4,5,-0.26,browp101,,Brother
Jake Brown,browj109,1948-03-22,Sumrall,MS,USA,R,R,74,200,,1,0.571,41,43,9,0,4,5,-0.26,browd801,Dusty Brown,Uncle
Jake Gibbs,gibbj103,1938-11-07,Grenada,MS,USA,L,R,72,180,,4,0.615,314,1001,230,16,94,69,4.22,gibbw101,,Brother
Jake Lamb,lambj003,1990-10-09,Seattle,WA,USA,L,R,75,215,,10,0.84,724,2309,543,96,342,295,6.72,lambp001,,Brother
Jake Marisnick,marij101,1991-03-30,Tampa,FL,USA,R,R,76,220,,11,0.794,877,2053,469,65,223,119,13.79,acevj002,,Cousin
Jake Marisnick,marij101,1991-03-30,Tampa,FL,USA,R,R,76,220,,11,0.794,877,2053,469,65,223,119,13.79,rijoj001,,Father-in-Law
Jake Smolinski,smolj001,1989-02-09,Rockford,IL,USA,R,R,71,210,,5,0.822,235,608,143,16,67,43,0.04,gehrc101,,Cousin
James McCann,mccaj002,1990-06-13,Santa Barbara,CA,USA,R,R,74,232,,12,0.677,961,3165,765,97,390,202,8.56,mccaj003,Joe McCarthy,Brother
James Wood,woodj108,2002-09-17,Rockville,MD,USA,L,R,79,234,,2,0.81,236,893,231,40,135,124,4.63,woodj104,Jason Wood,Father
Jamie Westbrook,westj101,1995-06-18,Springfield,MA,USA,R,R,67,193,,1,0.584,21,40,6,2,7,4,-0.05,westw102,,Brother
Jared Sandberg,sandj001,1978-03-02,Olympia,WA,USA,R,R,75,185,,3,0.703,196,630,139,25,92,65,2.28,sandr001,Reggie Sanders,Nephew
Jarrett Parker,parkj101,1989-01-01,Fort Belvoir,VA,USA,L,L,76,225,,4,0.771,140,354,88,15,51,37,1.14,parkd102,Dave Parker,Brother
Jason Delay,delaj101,1995-03-07,Plano,TX,USA,R,R,71,200,,3,0.61,134,337,78,2,35,26,-0.38,bautd001,Danny Bautista,Step Father
Jason Giambi,giamj001,1971-01-08,West Covina,CA,USA,L,R,75,240,,20,0.956,2260,7267,2010,440,1441,1366,50.38,giamj002,Jeremy Giambi,Brother
Jason Kendall,kendj001,1974-06-26,San Diego,CA,USA,R,R,72,181,,15,0.783,2085,7627,2195,75,744,721,42.92,kendf101,Fred Kendall,Son
Jason Kubel,kubej002,1982-05-25,Belle Fourche,SD,USA,L,R,72,220,,10,0.82,1036,3480,913,140,564,355,3.22,tonkm001,,Brother-in-Law
Jason Perry,perrj102,1980-08-18,Fremont,NE,USA,L,R,72,200,,1,0.353,4,17,2,0,1,0,-0.49,perrg101,,Brother
Jason Romano,romaj001,1979-06-24,Tampa,FL,USA,R,R,72,185,,4,0.906,129,191,39,2,12,13,-1.95,cruzn001,Nelson Cruz,Cousin
Jason Wood,woodj104,1969-12-16,San Bernardino,CA,USA,R,R,74,200,,5,0.677,153,200,49,5,36,15,0.2,woodj108,James Wood,Son
Javier Valentin,valej006,1975-09-19,Manati,,P.R.,B,R,70,198,,10,0.712,631,1507,379,45,210,131,0.81,valej003,John Valentin,Son
Javier Valentin,valej006,1975-09-19,Manati,,P.R.,B,R,70,198,,10,0.712,631,1507,379,45,210,131,0.81,valej004,Jose Valentin,Nephew
Jay Bell,bellj003,1965-12-11,Eglin AFB,FL,USA,R,R,73,180,,18,0.759,2063,7398,1963,195,860,853,37.16,bellg001,George Bell,Brother
Jay Johnstone,johnj107,1945-11-20,Manchester,CT,USA,L,R,73,175,,18,0.819,1608,4219,1139,97,504,413,15.51,johnd107,Dan Johnson,Brother
Jayson Werth,wertj001,1979-05-20,Springfield,IL,USA,R,R,77,235,,15,0.816,1583,5484,1465,229,799,764,29.18,schod001,Dick Schofield,Nephew
Jayson Werth,wertj001,1979-05-20,Springfield,IL,USA,R,R,77,235,,15,0.816,1583,5484,1465,229,799,764,29.18,schod101,,Grandson
Jayson Werth,wertj001,1979-05-20,Springfield,IL,USA,R,R,77,235,,15,0.816,1583,5484,1465,229,799,764,29.18,wertd101,Don Wert,Step Son
Jazz Chisholm Jr.,chisj101,1998-02-01,Nassau,New Providence,Bahamas,L,R,71,184,,6,0.981,579,2109,522,108,308,197,15.47,chise101,,Brother
Jeff Bailey,bailj101,1978-11-19,Longview,WA,USA,R,R,74,200,,3,0.774,56,136,31,6,16,19,-0.02,baile101,,Brother
Jeff Burroughs,burrj001,1951-03-07,Long Beach,CA,USA,R,R,73,200,,16,0.795,1689,5536,1443,240,882,831,17.79,burrs001,Sean Burroughs,Father
Jeff Conine,conij001,1966-06-27,Tacoma,WA,USA,R,R,73,205,,17,0.927,2024,6957,1982,214,1071,671,20.62,conig001,Griffin Conine,Father
Jeff DaVanon,davaj101,1973-12-08,San Diego,CA,USA,B,R,72,185,,8,0.787,528,1288,333,33,150,185,4.93,davaj001,Jerry DaVanon,Father
Jeff Frazier,frazj001,1982-08-10,Point Pleasant,NJ,USA,R,R,75,195,,1,0.511,9,23,5,0,1,1,-0.1,frazt001,Todd Frazier,Brother
Jeff Kunkel,kunkj001,1962-03-25,West Palm Beach,FL,USA,R,R,74,180,,8,0.614,357,867,192,18,73,37,0.9,kunkb101,,Son
Jeff McKnight,mcknj001,1963-02-18,Conway,AR,USA,B,R,72,170,,6,0.588,218,404,94,5,34,28,-1.06,mcknj101,,Son
Jeff Schulz,schuj101,1961-06-02,Evansville,IN,USA,L,R,73,190,,3,0.631,40,78,19,0,7,6,-0.11,schuj103,,Father
Jemile Weeks,weekj001,1987-01-26,Orlando,FL,USA,B,R,69,170,,6,0.697,260,955,243,4,62,78,1.57,weekr001,Rickie Weeks,Brother
Jerald Clark,clarj103,1963-08-10,Crockett,TX,USA,R,R,76,200,,7,0.709,516,1609,414,44,208,83,3.06,clarf101,,Brother
Jeremy Giambi,giamj002,1974-09-30,San Jose,CA,USA,L,L,72,185,,6,1.014,510,1417,372,52,209,251,5.77,giamj001,Jason Giambi,Brother
Jeremy Peña,penaj004,1997-09-22,Santo Domingo,Distrito Nacional,D.R.,R,R,72,202,,4,0.737,568,2193,594,64,247,125,18.48,penag001,Geronimo Pena,Son
Jeromy Burnitz,burnj901,1969-04-15,Westminster,CA,USA,L,R,72,190,,14,0.916,1694,5710,1447,315,981,739,22.03,burnt101,,Brother
Jerry DaVanon,davaj001,1945-08-21,Oceanside,CA,USA,R,R,71,175,,8,0.767,262,499,117,3,50,68,1.53,davaj101,Jeff DaVanon,Son
Jerry Hairston,hairj002,1952-02-16,Birmingham,AL,USA,B,R,70,170,,14,0.767,859,1699,438,30,205,282,6.03,hairs001,Scott Hairston,Brother
Jerry Hairston,hairj002,1952-02-16,Birmingham,AL,USA,B,R,70,170,,14,0.767,859,1699,438,30,205,282,6.03,hairj001,John Hairston,Son
Jerry Hairston,hairj002,1952-02-16,Birmingham,AL,USA,B,R,70,170,,14,0.767,859,1699,438,30,205,282,6.03,hairj101,,Nephew
Jerry Hairston,hairj002,1952-02-16,Birmingham,AL,USA,B,R,70,170,,14,0.767,859,1699,438,30,205,282,6.03,hairs101,,Grandson
Jerry Kenney,kennj106,1945-06-30,St. Louis,MO,USA,L,R,73,170,,5,0.618,445,1311,307,6,98,174,8.44,kennj101,John Kennedy,Brother
Jerry Manuel,manuj101,1953-12-23,Hahira,GA,USA,B,R,72,165,,5,0.498,96,127,19,3,13,10,-0.58,whitr001,Roy White,Father-in-Law
Jerry Narron,narrj001,1956-01-15,Goldsboro,NC,USA,L,R,75,205,,8,0.589,392,840,177,21,96,67,-2.05,narrj801,,Brother
Jerry Narron,narrj001,1956-01-15,Goldsboro,NC,USA,L,R,75,205,,8,0.589,392,840,177,21,96,67,-2.05,chacg001,,Cousin
Jerry Narron,narrj001,1956-01-15,Goldsboro,NC,USA,L,R,75,205,,8,0.589,392,840,177,21,96,67,-2.05,narrs101,,Nephew
Jerry Royster,roysj001,1952-10-18,Sacramento,CA,USA,R,R,72,165,,16,0.686,1428,4208,1049,40,352,411,2.61,vaugg001,Greg Vaughn,Cousin
Jerry White,whitj103,1952-08-23,Shirley,MA,USA,B,R,70,164,,11,0.761,646,1196,303,21,109,148,2.77,white101,Ernie Whitt,Nephew
Jerry Zimmerman,zimmj001,1934-09-21,Omaha,NE,USA,R,R,74,185,,1,0.313,24,45,5,0,2,3,-0.22,zimmj002,,Brother
Jesse Barfield,barfj001,1959-10-29,Joliet,IL,USA,R,R,73,200,,12,0.88,1428,4759,1219,241,716,551,43.8,barfj003,Josh Barfield,Father
Jesus Alou,alouj101,1942-03-24,Bajos de Haina,San Cristóbal,D.R.,R,R,74,190,,10,0.696,867,2522,700,14,242,89,-0.05,aloum101,Moises Alou,Brother
Jesus Alou,alouj101,1942-03-24,Bajos de Haina,San Cristóbal,D.R.,R,R,74,190,,10,0.696,867,2522,700,14,242,89,-0.05,sosaj101,Juan Sosa,Cousin
Jesus Alou,alouj101,1942-03-24,Bajos de Haina,San Cristóbal,D.R.,R,R,74,190,,10,0.696,867,2522,700,14,242,89,-0.05,aloum001,Matty Alou,Uncle
Jesus Alou,alouj101,1942-03-24,Bajos de Haina,San Cristóbal,D.R.,R,R,74,190,,10,0.696,867,2522,700,14,242,89,-0.05,rojam001,Miguel Rojas,Uncle
Jesus Alou,alouj101,1942-03-24,Bajos de Haina,San Cristóbal,D.R.,R,R,74,190,,10,0.696,867,2522,700,14,242,89,-0.05,alouf101,Felipe Alou,Brother
Jhonatan Solano,solaj002,1985-08-12,Barranquilla,Atlántico,Colombia,R,R,69,214,,3,0.523,43,103,19,2,10,5,-0.47,solad001,Donovan Solano,Brother
Jim Adduci,adduj001,1959-08-09,Chicago,IL,USA,L,L,77,200,,4,0.568,70,144,34,1,15,2,-0.55,adduj002,,Father
Jim Campbell,campj105,1943-01-10,Hartsville,SC,USA,L,R,72,205,,1,0.462,13,13,3,0,1,0,0.01,campa101,,Son
Jim Clark,clarj002,1947-04-30,Kansas City,KS,USA,R,R,73,190,,1,0.528,13,18,3,0,0,2,-0.09,clarp001,Phil Clark,Brother
Jim Morrison,morrj103,1952-09-23,Pensacola,FL,USA,R,R,71,175,,12,0.887,1089,3375,876,112,435,213,13.27,morrt101,,Brother
Jim Nettles,nettj101,1947-03-02,San Diego,CA,USA,L,L,72,186,,6,0.644,240,587,129,16,57,70,1.14,nettg001,Graig Nettles,Brother
Jim Paciorek,pacij001,1960-06-07,Detroit,MI,USA,R,R,75,203,,1,0.639,48,101,23,2,10,12,-0.34,pacij101,,Brother
Jim Paciorek,pacij001,1960-06-07,Detroit,MI,USA,R,R,75,203,,1,0.639,48,101,23,2,10,12,-0.34,pacit001,Tom Paciorek,Brother
Jim Spencer,spenj101,1947-07-30,Hanover,PA,USA,L,L,74,195,,15,0.783,1553,4908,1227,146,599,407,2.48,spenb101,Bob Spence,Grandson
Jim Tyrone,tyroj101,1949-01-29,Alice,TX,USA,R,R,73,185,,4,0.609,177,405,92,8,32,32,0.08,tyrow101,Wayne Tyrone,Brother
Jim Weaver,weavj002,1959-10-10,Kingston,NY,USA,L,L,75,190,,3,0.526,31,31,5,0,2,3,-0.3,weavj003,,Brother
Jim Williams,willj107,1947-04-29,Zachary,LA,USA,R,R,74,190,,2,0.649,24,39,11,0,2,4,0.15,willb801,Bernie Williams,Father
Jim Wilson,wilsj002,1960-12-29,Corvallis,OR,USA,R,R,75,230,,2,0.488,9,22,5,0,4,1,-0.19,wilsj006,Jack Wilson,Father
Jimmy Rollins,rollj001,1978-11-27,Oakland,CA,USA,B,R,67,175,,17,0.743,2275,9294,2455,231,936,813,47.93,tarat001,Tony Tarasco,Cousin
Joc Pederson,pedej001,1992-04-21,Palo Alto,CA,USA,L,L,73,220,,12,0.877,1368,3952,935,218,575,531,14.25,pedes001,Stu Pederson,Son
Jody Davis,davij001,1956-11-12,Gainesville,GA,USA,R,R,76,192,,10,0.773,1082,3585,877,127,490,333,16.14,daviw001,Willie Davis,Cousin
Joe Dillon,dillj101,1975-08-02,Modesto,CA,USA,R,R,74,210,,4,0.722,137,217,57,3,19,22,0.63,dillp102,,Brother
Joe Dunand,dunaj001,1995-09-20,Miami,FL,USA,R,R,74,205,,1,1.064,3,10,3,1,1,0,0.16,rodra001,Aurelio Rodriguez,Nephew
Joe Keough,keouj101,1946-01-07,Pomona,CA,USA,L,L,72,185,,6,0.636,332,863,212,9,81,87,0.32,keoum101,,Brother
Joe Keough,keouj101,1946-01-07,Pomona,CA,USA,L,L,72,185,,6,0.636,332,863,212,9,81,87,0.32,keoum001,,Uncle
Joe Lansford,lansj101,1961-01-15,Santa Clara,CA,USA,R,R,77,225,,2,0.625,25,30,6,1,5,6,0.25,lansc001,Carney Lansford,Brother
Joe McCarthy,mccaj003,1994-02-23,Scranton,PA,USA,L,L,75,220,,1,0.0,4,10,0,0,0,0,-0.36,mccaj002,James McCann,Brother
Joe Pettini,pettj001,1955-01-26,Wheeling,WV,USA,R,R,69,165,,4,0.511,188,344,70,1,20,33,-1.0,pettj102,,Son
Joe Torre,torrj101,1940-07-18,Brooklyn,NY,USA,R,R,74,212,,10,0.806,1287,4598,1370,120,688,479,26.63,torrf102,,Brother
Joel Skinner,skinj001,1961-02-21,La Jolla,CA,USA,R,R,76,198,,9,0.708,564,1441,329,17,136,80,-0.33,skinb101,,Son
Joey Cora,coraj001,1965-05-14,Caguas,,P.R.,B,R,67,150,,11,0.818,1119,3734,1035,30,294,380,10.08,coraa001,Alex Cora,Brother
Joey Meyer,meyej101,1962-05-10,Honolulu,HI,USA,R,R,75,260,,2,0.716,156,474,119,18,74,35,-0.13,meyeb001,,Uncle
Joey Terdoslavich,terdj001,1988-09-09,Sarasota,FL,USA,B,R,73,200,,3,0.62,92,145,32,1,10,15,-0.3,greem001,Mike Greenwell,Nephew
John Barnes,barnj102,1976-04-24,San Diego,CA,USA,R,R,74,205,,2,0.623,20,58,14,0,2,3,-0.06,barnv101,,Brother
John Donaldson,donaj103,1943-05-05,Charlotte,NC,USA,L,R,71,160,,4,0.704,285,818,184,4,57,92,-0.35,donap101,,Brother
John Hairston,hairj001,1944-08-27,Birmingham,AL,USA,R,R,74,200,,1,0.5,3,4,1,0,0,0,-0.04,hairj101,,Brother
John Hairston,hairj001,1944-08-27,Birmingham,AL,USA,R,R,74,200,,1,0.5,3,4,1,0,0,0,-0.04,hairj002,Jerry Hairston,Father
John Hairston,hairj001,1944-08-27,Birmingham,AL,USA,R,R,74,200,,1,0.5,3,4,1,0,0,0,-0.04,hairs001,Scott Hairston,Father
John Hairston,hairj001,1944-08-27,Birmingham,AL,USA,R,R,74,200,,1,0.5,3,4,1,0,0,0,-0.04,hairs101,,Son
John Harrell,harrj002,1947-11-27,Long Beach,CA,USA,R,R,74,190,,1,1.125,2,6,3,0,2,2,0.15,shelj001,John Shelby,Nephew
John Harris,harrj103,1954-09-13,Portland,OR,USA,L,L,75,205,,3,0.763,56,120,31,5,16,10,0.05,renih101,,Great Uncle
John Kennedy,kennj101,1941-05-29,Chicago,IL,USA,R,R,72,185,,6,0.8,351,966,234,19,98,70,-0.23,kennj106,Jerry Kenney,Brother
John Lowenstein,lowej002,1947-01-27,Wolf Point,MT,USA,L,R,72,175,,16,0.741,1368,3476,881,116,441,446,9.93,lowen001,Nathaniel Lowe,Brother
John Mayberry,maybj001,1949-02-18,Detroit,MI,USA,L,L,75,215,,15,0.837,1620,5447,1379,255,879,881,24.65,maybj101,,Son
John Miller,millj109,1944-03-14,Alhambra,CA,USA,R,R,71,195,,1,0.566,26,38,8,1,1,2,-0.17,millr113,Randy Milligan,Brother
John Milner,milnj101,1949-12-28,Atlanta,GA,USA,L,L,72,185,,12,0.795,1215,3436,855,131,498,504,12.7,milne001,Eddie Milner,Cousin
John Morris,morrj105,1961-02-23,North Bellmore,NY,USA,L,L,73,185,,7,0.614,402,614,145,8,63,42,-0.57,morrp101,,Brother
John Olerud,olerj001,1968-08-05,Seattle,WA,USA,L,L,77,205,,17,0.904,2234,7592,2239,255,1230,1275,59.14,sveud001,Dale Sveum,Cousin
John Russell,russj001,1961-01-05,Oklahoma City,OK,USA,R,R,72,200,,10,0.653,448,1087,245,34,129,84,-3.19,russj003,,Father
John Shelby,shelj001,1958-02-23,Lexington,KY,USA,B,R,73,175,,11,0.773,1036,3090,739,70,313,182,4.49,harrj002,John Harrell,Uncle
John Stephenson,stepj101,1941-04-13,South Portsmouth,KY,USA,L,R,71,180,,6,0.586,271,619,140,6,60,42,-0.58,stepj103,,Father
John Valentin,valej003,1967-02-18,Mineola,NY,USA,R,R,72,170,,11,0.814,1105,3917,1093,124,558,463,32.53,valej004,Jose Valentin,Brother
John Valentin,valej003,1967-02-18,Mineola,NY,USA,R,R,72,170,,11,0.814,1105,3917,1093,124,558,463,32.53,valej006,Javier Valentin,Father
John Wathan,wathj001,1949-10-04,Cedar Rapids,IA,USA,R,R,74,205,,10,0.661,860,2505,656,21,261,199,4.96,wathd001,Dusty Wathan,Father
Johnny Jeter,jetej101,1944-10-24,Shreveport,LA,USA,R,R,73,180,,6,0.643,336,873,213,18,69,46,-0.2,jetes001,Shawn Jeter,Father
Jolbert Cabrera,cabrj002,1972-12-08,Cartagena,Bolívar,Colombia,R,R,74,205,,8,0.717,609,1406,362,18,157,73,-1.24,cabro001,Orlando Cabrera,Brother
Jonathan Van Every,everj101,1979-11-27,Brandon,MS,USA,L,L,73,200,,3,0.774,40,47,12,2,9,5,-0.14,everj102,,Brother
Jonathan Van Every,everj101,1979-11-27,Brandon,MS,USA,L,L,73,200,,3,0.774,40,47,12,2,9,5,-0.14,evert101,Tommy Everidge,Nephew
Jordan Beck,beckj104,2001-04-19,Hazel Green,AL,USA,R,R,74,225,,2,0.682,203,709,171,19,66,55,0.05,becks101,,Brother
Jordan Danks,dankj001,1986-08-07,Austin,TX,USA,L,R,77,220,,4,0.622,184,348,78,8,26,38,-0.28,dankj002,,Brother
Jordan Walker,walkj101,2002-05-22,Stone Mountain,GA,USA,R,R,77,220,,3,0.68,279,947,227,27,112,76,-2.6,walkj102,,Cousin
Jordy Mercer,mercj001,1986-08-27,Taloga,OK,USA,R,R,75,210,,10,0.703,950,3104,796,66,308,246,6.41,valvj001,,Uncle
Jorge Brito,britj001,1966-06-22,Monción,Santiago Rodríguez,D.R.,R,R,73,190,,2,0.484,26,65,12,0,7,3,-0.48,britj002,Juan Brito,Brother
Jorge Posada,posaj001,1970-08-17,Santurce,,P.R.,B,R,74,215,,17,0.848,1829,6092,1664,275,1065,936,42.68,posal101,,Nephew
Jose Baez,baezj101,1953-12-31,San Cristobal,San Cristóbal,D.R.,R,R,68,160,,2,0.601,114,355,87,1,19,25,1.54,motaa001,Andy Mota,Cousin
Jose Baez,baezj101,1953-12-31,San Cristobal,San Cristóbal,D.R.,R,R,68,160,,2,0.601,114,355,87,1,19,25,1.54,motaj001,Jose Mota,Cousin
Jose Baez,baezj101,1953-12-31,San Cristobal,San Cristóbal,D.R.,R,R,68,160,,2,0.601,114,355,87,1,19,25,1.54,motam101,Manny Mota,Cousin
Jose Canseco,cansj001,1964-07-02,Havana,La Habana,Cuba,R,R,76,240,,17,0.958,1887,7057,1877,462,1407,906,45.7,canso001,Ozzie Canseco,Brother
Jose Cardenal,cardj101,1943-10-07,Matanzas,Matanzas,Cuba,R,R,70,150,,13,0.829,1592,5490,1539,105,641,529,17.41,campb101,Bert Campaneris,Cousin
Jose Cruz,cruzj001,1947-08-08,Arroyo,,P.R.,L,L,72,170,,19,0.774,2353,7917,2251,165,1077,898,54.43,cruzj004,Julio Cruz,Father
Jose Cruz,cruzj001,1947-08-08,Arroyo,,P.R.,L,L,72,170,,19,0.774,2353,7917,2251,165,1077,898,54.43,cruzh101,Henry Cruz,Brother
Jose Cruz,cruzj001,1947-08-08,Arroyo,,P.R.,L,L,72,170,,19,0.774,2353,7917,2251,165,1077,898,54.43,cruzt101,Tommy Cruz,Brother
Jose Devers,devej001,1999-12-07,Samana,Samaná,D.R.,L,R,72,174,,2,0.611,24,45,11,0,5,3,-0.14,dever001,Rafael Devers,Cousin
Jose Escobar,escoj001,1960-10-30,La Sabana,Vargas,Venezuela,R,R,70,140,,1,0.45,10,15,3,0,1,1,-0.01,escoe002,Eduardo Escobar,Father
Jose Escobar,escoj001,1960-10-30,La Sabana,Vargas,Venezuela,R,R,70,140,,1,0.45,10,15,3,0,1,1,-0.01,acunl001,Luisangel Acuña,Uncle
Jose Escobar,escoj001,1960-10-30,La Sabana,Vargas,Venezuela,R,R,70,140,,1,0.45,10,15,3,0,1,1,-0.01,acunr001,Ronald Acuña Jr.,Uncle
Jose Escobar,escoj001,1960-10-30,La Sabana,Vargas,Venezuela,R,R,70,140,,1,0.45,10,15,3,0,1,1,-0.01,campv001,,Uncle
Jose Escobar,escoj001,1960-10-30,La Sabana,Vargas,Venezuela,R,R,70,140,,1,0.45,10,15,3,0,1,1,-0.01,escoa003,Angel Escobar,Uncle
Jose Escobar,escoj001,1960-10-30,La Sabana,Vargas,Venezuela,R,R,70,140,,1,0.45,10,15,3,0,1,1,-0.01,escok001,,Uncle
Jose Fernandez,fernj101,1974-11-02,La Vega,La Vega,D.R.,R,R,75,220,,2,0.396,21,49,7,0,1,3,-0.92,fernr101,,Brother
Jose Guillen,guilj101,1976-05-17,San Cristobal,San Cristóbal,D.R.,R,R,71,165,,14,0.954,1650,5888,1591,214,887,321,7.8,guilf101,,Brother
Jose Malave,malaj101,1971-05-31,Cumana,Sucre,Venezuela,R,R,74,212,,2,0.615,45,106,24,4,17,2,-0.61,malac101,,Son
Jose Martinez,martj008,1942-07-26,Cardenas,Matanzas,Cuba,R,R,72,178,,2,0.579,96,188,46,1,16,10,0.55,martc002,Carlos Martinez,Son
Jose Molina,molij001,1975-06-03,Bayamon,,P.R.,R,R,72,250,,15,0.659,947,2546,592,39,223,154,3.02,moliy001,Yadier Molina,Brother
