name,id1,birth_date,birth_city,birth_state,birth_country,bats,throws,height_in,weight_lbs,hall_of_fame,seasons_played,career_ops,career_g,career_ab,career_h,career_hr,career_rbi,career_bb,career_war,tie_lahman_id,tie_name,relation
Sal Bando,bands101,1944-02-13,Cleveland,OH,USA,R,R,72,195,,14,0.764,1961,6906,1758,242,1032,1014,59.99,bandc001,Chris Bando,Brother
Sal Butera,butes001,1952-09-25,Richmond Hill,NY,USA,R,R,72,190,,9,0.699,359,801,182,8,76,86,-2.73,buted001,Drew Butera,Father
Sandy Alomar,aloms001,1943-10-19,Salinas,,P.R.,B,R,69,140,,11,0.698,1337,4518,1122,13,266,295,10.91,alomr001,Roberto Alomar,Brother
Sandy Alomar,aloms001,1943-10-19,Salinas,,P.R.,B,R,69,140,,11,0.698,1337,4518,1122,13,266,295,10.91,aloms101,,Son
Scott Coolbaugh,cools001,1966-06-13,Binghamton,NY,USA,R,R,70,185,,4,0.592,167,432,93,8,41,39,-0.84,coolm001,Mike Coolbaugh,Brother
Scott Fletcher,flets001,1958-07-30,Fort Walton Beach,FL,USA,R,R,71,168,,15,0.742,1612,5258,1376,34,510,514,33.74,barrm003,Michael Barrett,Cousin
Scott Fletcher,flets001,1958-07-30,Fort Walton Beach,FL,USA,R,R,71,168,,15,0.742,1612,5258,1376,34,510,514,33.74,beckg001,Glenn Beckert,Father-in-Law
Scott Hairston,hairs001,1980-05-25,Fort Worth,TX,USA,R,R,72,200,,11,1.012,923,2431,589,106,313,175,8.66,hairj001,John Hairston,Son
Scott Hairston,hairs001,1980-05-25,Fort Worth,TX,USA,R,R,72,200,,11,1.012,923,2431,589,106,313,175,8.66,hairj002,Jerry Hairston,Brother
Scott Hairston,hairs001,1980-05-25,Fort Worth,TX,USA,R,R,72,200,,11,1.012,923,2431,589,106,313,175,8.66,hairj101,,Nephew
Scott Hairston,hairs001,1980-05-25,Fort Worth,TX,USA,R,R,72,200,,11,1.012,923,2431,589,106,313,175,8.66,hairs101,,Grandson
Scott Heineman,heins001,1992-12-04,Pacific Palisades,CA,USA,R,R,73,220,,3,0.573,68,157,27,5,17,14,-0.35,heint001,Tom Heintzelman,Brother
Scott Northey,norts101,1946-10-15,Philadelphia,PA,USA,R,R,72,175,,1,0.748,20,61,16,1,7,7,0.28,nortr101,,Son
Scott Spiezio,spies001,1972-09-21,Joliet,IL,USA,B,R,74,195,,12,0.747,1274,3899,996,119,549,412,8.81,spiee101,Ed Spiezio,Son
Sean Burroughs,burrs001,1980-09-12,Atlanta,GA,USA,L,R,73,195,,7,0.69,528,1664,463,12,143,119,5.48,burrj001,Jeff Burroughs,Son
Shane Victorino,victs001,1980-11-30,Wailuku,HI,USA,R,R,69,190,,12,0.876,1299,4630,1274,108,489,381,34.43,texek001,,Cousin
Shawn Jeter,jetes001,1966-06-28,Shreveport,LA,USA,L,R,74,185,,1,0.222,13,18,2,0,0,0,-0.3,jetej101,Johnny Jeter,Son
Shelley Duncan,duncs001,1979-09-29,Tucson,AZ,USA,R,R,77,215,,7,0.725,330,885,200,43,144,97,1.03,duncc002,Chris Duncan,Brother
Shelley Duncan,duncs001,1979-09-29,Tucson,AZ,USA,R,R,77,215,,7,0.725,330,885,200,43,144,97,1.03,duncd101,Dave Duncan,Son
Sherman Johnson,johns001,1990-07-15,Tampa,FL,USA,L,R,70,190,,1,0.091,10,10,0,0,0,0,-0.19,johnd001,Deron Johnson,Son
Sixto Lezcano,lezcs001,1953-11-28,Arecibo,,P.R.,R,R,70,165,,12,0.857,1291,4134,1122,148,591,576,28.54,lezcc101,Carlos Lezcano,Cousin
Skeeter Barnes,barns101,1957-03-07,Cincinnati,OH,USA,R,R,71,175,,9,0.695,353,614,159,14,83,41,0.89,barnr104,,Cousin
Spencer Kieboom,kiebs001,1991-03-16,Mount Pleasant,SC,USA,R,R,72,210,,2,0.647,53,125,29,2,13,17,0.44,kiebc001,Carter Kieboom,Brother
Spike Owen,owens001,1961-04-19,Cleburne,TX,USA,B,R,69,165,,13,0.723,1544,4930,1211,46,439,569,12.49,owend001,Dave Owen,Brother
Stan Cliburn,clibs001,1956-12-19,Jackson,MS,USA,R,R,72,195,,1,0.538,54,56,10,2,6,3,-0.24,clibs101,,Brother
Stan Javier,javis001,1964-01-09,San Francisco de Macoris,Duarte,D.R.,B,R,72,185,,17,0.851,1763,5047,1358,57,503,578,30.65,javij101,Julian Javier,Son
Stephen Drew,drews001,1983-03-16,Hahira,GA,USA,L,R,72,220,,12,0.817,1268,4403,1109,123,524,435,14.49,drewj001,J. D. Drew,Brother
Stephen Drew,drews001,1983-03-16,Hahira,GA,USA,L,R,72,220,,12,0.817,1268,4403,1109,123,524,435,14.49,drewt001,,Brother
Stephen Larkin,larks001,1973-07-24,Cincinnati,OH,USA,L,L,72,190,,1,0.666,1,3,1,0,0,0,0.02,larkb001,Barry Larkin,Brother
Steve Dillard,dills101,1951-02-08,Memphis,TN,USA,R,R,73,180,,8,0.638,438,1013,246,13,102,76,-1.38,dillt001,,Father
Steve Hammond,hamms101,1957-05-09,Atlanta,GA,USA,L,R,74,190,,1,0.562,46,126,29,1,11,4,-0.26,hammc001,,Brother
Steve Kiefer,kiefs001,1960-10-18,Chicago,IL,USA,R,R,73,175,,6,0.575,105,229,44,7,30,12,-1.57,kiefm001,,Brother
Steve Lombardozzi,lombs001,1960-04-26,Malden,MA,USA,R,R,72,175,,6,0.654,446,1264,294,20,107,131,4.38,lombs002,,Father
Steve Macko,macks001,1954-09-06,Burlington,IA,USA,L,R,70,160,,2,0.597,25,60,15,0,5,4,0.07,mackq001,Quinn Mack,Brother
Steve Stanicek,stans001,1961-06-19,Lake Forest,IL,USA,R,R,72,190,,2,0.375,13,16,3,0,1,0,-0.06,stanp001,Pete Stanicek,Brother
Steve Swisher,swiss101,1951-08-09,Parkersburg,WV,USA,R,R,74,205,,9,0.581,509,1414,305,20,124,118,-1.93,swisn001,Nick Swisher,Father
Steve Torrealba,torrs002,1978-02-24,Barquisimeto,Lara,Venezuela,R,R,72,175,,2,0.333,15,19,2,0,1,3,-0.3,torrp101,,Son
Steven Tolleson,tolls001,1983-11-01,Spartanburg,SC,USA,R,R,71,185,,4,0.671,182,331,81,6,29,24,1.18,tollw001,Wayne Tolleson,Son
Stu Pederson,pedes001,1960-01-28,Palo Alto,CA,USA,L,L,72,185,,1,0.0,8,4,0,0,1,0,-0.13,pedej001,Joc Pederson,Father
Ted Ford,fordt102,1947-02-07,Vineland,NJ,USA,R,R,70,180,,4,0.605,240,711,156,17,68,51,0.67,fordd002,Dan Ford,Grandfather
Terry Francona,frant101,1959-04-22,Aberdeen,SD,USA,L,L,73,190,,10,0.652,708,1731,474,16,143,65,-2.97,frant001,Tito Francona,Father
Terry Hughes,hught102,1949-05-13,Spartanburg,SC,USA,R,R,73,185,,3,0.56,54,86,18,1,7,7,-0.25,creej101,,Cousin
Terry Kennedy,kennt001,1956-06-04,Euclid,OH,USA,L,R,75,220,,14,0.7,1491,4979,1313,113,628,365,21.56,kennb104,,Son
Terry McGriff,mcgrt002,1963-09-23,Fort Pierce,FL,USA,R,R,74,190,,6,0.557,126,326,67,3,30,36,-0.96,johnc002,Cliff Johnson,Uncle
Terry McGriff,mcgrt002,1963-09-23,Fort Pierce,FL,USA,R,R,74,190,,6,0.557,126,326,67,3,30,36,-0.96,mcgrf001,Fred McGriff,Cousin
Terry Shumpert,shumt001,1966-08-16,Paducah,KY,USA,R,R,71,190,,14,0.724,854,1969,497,49,223,166,-0.18,bettm001,Mookie Betts,Uncle
Tike Redman,redmt001,1977-03-10,Tuscaloosa,AL,USA,L,L,71,175,,6,0.701,432,1370,385,17,117,66,1.0,redmp001,Prentice Redman,Brother
Tim Flannery,flant001,1957-09-29,Tulsa,OK,USA,L,R,71,175,,11,0.653,972,2473,631,9,209,277,9.13,smith106,,Nephew
Tim Hulett,hulet001,1960-01-12,Springfield,IL,USA,R,R,72,185,,12,0.669,720,2128,529,48,220,145,6.68,hulet002,Tug Hulett,Father
Tim Johnson,johnt104,1949-07-22,Grand Forks,ND,USA,L,R,73,170,,7,0.567,516,1269,283,0,84,88,-0.18,johnw901,Wallace Johnson,Brother
Tim Lopes,lopet001,1994-06-24,Los Angeles,CA,USA,R,R,71,180,,3,0.662,94,264,65,3,27,22,0.52,lopec001,Carlos Lopez,Brother
Tim Raines,raint001,1959-09-16,Sanford,FL,USA,B,R,68,160,HOF,23,0.819,2502,8872,2605,170,980,1330,70.07,raint002,,Father
Tito Francona,frant001,1933-11-04,Aliquippa,PA,USA,L,L,71,190,,3,1.088,289,617,177,8,99,88,2.81,frant101,Terry Francona,Son
Todd Benzinger,benzt001,1963-02-11,Dayton,KY,USA,B,R,73,185,,9,0.771,924,2856,733,66,376,181,-3.12,grosd101,,Nephew
Todd Frazier,frazt001,1986-02-12,Point Pleasant,NJ,USA,R,R,75,215,,11,0.874,1244,4392,1059,218,640,438,29.07,frazj001,Jeff Frazier,Brother
Todd Hundley,hundt001,1969-05-27,Martinsville,VA,USA,B,R,71,170,,14,0.763,1225,3769,883,202,599,453,10.88,hundr101,Randy Hundley,Son
Todd Steverson,stevt001,1971-11-15,Los Angeles,CA,USA,R,R,74,194,,2,0.729,31,43,11,2,6,6,-0.3,leflr101,Ron LeFlore,Cousin
Tom Brookens,broot001,1953-08-10,Chambersburg,PA,USA,R,R,70,165,,12,0.663,1336,3865,950,71,431,281,11.53,brooi101,,Cousin
Tom Donohue,donot102,1952-11-15,Mineola,NY,USA,R,R,72,185,,2,0.51,122,325,65,5,28,10,-0.97,donoj101,,Brother
Tom Foley,folet101,1959-09-09,Fort Benning,GA,USA,L,R,73,175,,13,0.772,1108,2708,661,32,263,232,6.77,folew101,,Brother
Tom Grieve,griet101,1948-03-04,Pittsfield,MA,USA,R,R,74,190,,9,0.702,670,1907,474,65,254,135,1.84,grieb001,Ben Grieve,Father
Tom Haller,hallt102,1937-06-23,Lockport,IL,USA,L,R,76,195,,5,0.728,533,1567,424,27,184,166,10.27,hallb901,,Brother
Tom Heintzelman,heint001,1946-11-03,St. Charles,MO,USA,R,R,73,180,,4,0.654,90,140,34,3,12,14,0.65,heins001,Scott Heineman,Brother
Tom Paciorek,pacit001,1946-11-02,Detroit,MI,USA,R,R,76,215,,18,0.818,1392,4121,1162,86,503,245,7.24,pacij001,Jim Paciorek,Brother
Tom Paciorek,pacit001,1946-11-02,Detroit,MI,USA,R,R,76,215,,18,0.818,1392,4121,1162,86,503,245,7.24,pacij101,,Brother
Tom Pagnozzi,pagnt001,1962-07-30,Tucson,AZ,USA,R,R,72,190,,12,0.658,927,2896,733,44,320,189,7.74,pagnm001,Matt Pagnozzi,Uncle
Tom Quinlan,quint001,1968-03-27,St. Paul,MN,USA,R,R,75,200,,4,0.493,42,58,9,1,5,5,-0.34,quinr002,Rey Quinones,Brother
Tom Robson,robst101,1946-01-15,Rochester,NY,USA,R,R,75,215,,2,0.507,23,48,10,0,4,5,-0.34,mousm001,Mike Moustakas,Uncle
Tom Tresh,trest101,1938-09-20,Detroit,MI,USA,B,R,73,180,,2,0.907,291,981,199,25,98,132,3.18,tresm101,,Son
Tommie Aaron,aarot101,1939-08-05,Mobile,AL,USA,R,R,75,190,,4,0.599,216,459,109,4,40,33,-2.31,aaroh101,Hank Aaron,Brother
Tommie Reynolds,reynt101,1941-08-15,Arizona,LA,USA,R,R,74,190,,4,0.616,283,651,153,7,47,59,1.77,robif102,Floyd Robinson,Cousin
Tommy Barrett,barrt002,1960-04-02,San Fernando,CA,USA,B,R,69,157,,3,0.509,54,84,17,0,4,10,-0.23,barrm001,Marty Barrett,Brother
Tommy Cruz,cruzt101,1951-02-15,Arroyo,,P.R.,L,L,69,165,,2,0.0,7,2,0,0,0,0,-0.07,cruzh101,Henry Cruz,Brother
Tommy Cruz,cruzt101,1951-02-15,Arroyo,,P.R.,L,L,69,165,,2,0.0,7,2,0,0,0,0,-0.07,cruzj001,Jose Cruz,Brother
Tommy Cruz,cruzt101,1951-02-15,Arroyo,,P.R.,L,L,69,165,,2,0.0,7,2,0,0,0,0,-0.07,cruzj004,Julio Cruz,Uncle
Tommy Everidge,evert101,1983-04-20,Santa Rosa,CA,USA,R,R,72,275,,1,0.667,24,85,19,2,7,8,-0.6,everj101,Jonathan Van Every,Uncle
Tommy Everidge,evert101,1983-04-20,Santa Rosa,CA,USA,R,R,72,275,,1,0.667,24,85,19,2,7,8,-0.6,everj102,,Uncle
Tommy Helms,helmt101,1941-05-05,Charlotte,NC,USA,R,R,70,165,,10,0.631,1137,3915,1036,23,387,180,5.57,helmw001,Wes Helms,Uncle
Tony Armas,armat001,1953-07-02,Puerto Piritu,Anzoátegui,Venezuela,R,R,71,182,,14,0.74,1432,5164,1302,251,815,260,15.84,armam001,Marcos Armas,Brother
Tony Armas,armat001,1953-07-02,Puerto Piritu,Anzoátegui,Venezuela,R,R,71,182,,14,0.74,1432,5164,1302,251,815,260,15.84,armat002,,Father
Tony Blanco,blant101,1981-11-10,San Juan de la Maguana,San Juan,D.R.,R,R,74,200,,1,0.489,56,62,11,1,7,2,-0.86,blanh101,Henry Blanco,Brother
Tony Brewer,brewt001,1957-11-25,Coushatta,LA,USA,R,R,71,190,,1,0.411,24,37,4,1,4,4,-0.46,brewm001,Mike Brewer,Brother
Tony Clark,clart001,1972-06-15,Newton,KS,USA,B,R,80,205,,15,0.847,1559,4532,1188,251,824,527,12.14,clarm003,Matt Clark,Father
Tony Conigliaro,conit101,1945-01-07,Revere,MA,USA,R,R,75,185,,4,0.742,382,1389,344,62,222,122,1.14,conib101,Billy Conigliaro,Brother
Tony Gwynn,gwynt001,1960-05-09,Los Angeles,CA,USA,L,L,71,185,HOF,20,0.847,2440,9288,3141,135,1138,790,69.15,gwync001,Chris Gwynn,Brother
Tony Gwynn,gwynt001,1960-05-09,Los Angeles,CA,USA,L,L,71,185,HOF,20,0.847,2440,9288,3141,135,1138,790,69.15,gwynt002,,Father
Tony Perez,peret001,1942-05-14,Camagüey,Camagüey,Cuba,R,R,74,175,HOF,19,0.809,2406,8615,2415,337,1463,854,50.77,peree001,Eddie Perez,Father
Tony Peña,penat001,1957-06-04,Monte Cristi,Monte Cristi,D.R.,R,R,72,175,,18,0.681,1988,6489,1687,107,708,455,23.5,penar001,Roberto Peña,Brother
Tony Peña,penat001,1957-06-04,Monte Cristi,Monte Cristi,D.R.,R,R,72,175,,18,0.681,1988,6489,1687,107,708,455,23.5,penaf001,Francisco Peña,Father
Tony Peña,penat001,1957-06-04,Monte Cristi,Monte Cristi,D.R.,R,R,72,175,,18,0.681,1988,6489,1687,107,708,455,23.5,penat002,,Father
Tony Tarasco,tarat001,1970-12-09,New York,NY,USA,L,R,72,185,,8,0.709,457,1006,241,34,118,106,0.38,rollj001,Jimmy Rollins,Cousin
Tony Walker,walkt103,1959-07-01,San Diego,CA,USA,R,R,74,205,,1,0.674,84,90,20,2,10,11,0.84,walkn001,Neil Walker,Father
Tony Walker,walkt103,1959-07-01,San Diego,CA,USA,R,R,74,205,,1,0.674,84,90,20,2,10,11,0.84,kelld001,Don Kelly,Father-in-Law
Tony Walker,walkt103,1959-07-01,San Diego,CA,USA,R,R,74,205,,1,0.674,84,90,20,2,10,11,0.84,langc101,,Brother-in-Law
Tracy Jones,jonet901,1961-03-31,Hawthorne,CA,USA,R,R,75,180,,6,1.051,493,1303,356,27,164,100,2.26,jonea901,Andruw Jones,Brother
Travis Shaw,shawt001,1990-04-16,Washington Court House,OH,USA,L,R,76,230,,8,0.831,733,2374,563,114,366,275,7.91,shawj001,,Son
Travis d'Arnaud,darnt001,1989-02-10,Long Beach,CA,USA,R,R,74,210,,13,0.757,953,3245,795,129,459,252,10.25,darnc001,Chase d'Arnaud,Brother
Trayce Thompson,thomt104,1991-03-15,Los Angeles,CA,USA,R,R,75,225,,7,0.919,369,935,198,45,126,115,3.29,thomh101,,Brother
Tripp Cromer,cromt001,1967-11-21,Lake City,SC,USA,R,R,74,165,,8,0.606,196,524,118,12,48,27,-0.52,cromd001,D. T. Cromer,Brother
Tug Hulett,hulet002,1983-02-28,Springfield,IL,USA,L,R,70,185,,2,0.524,45,67,13,1,3,6,-0.71,hulet001,Tim Hulett,Son
Ty Waller,wallt001,1957-03-14,Fresno,CA,USA,R,R,72,180,,4,0.644,63,110,26,3,14,7,0.02,wallc001,Chad Wallach,Father
Tyler Fitzgerald,fitzt001,1997-09-15,Springfield,IL,USA,R,R,75,205,,3,0.738,178,563,142,21,53,41,3.69,fitzm002,Mike Fitzgerald,Son
Tyler Goeddel,goedt001,1992-10-20,San Mateo,CA,USA,R,R,76,180,,1,0.549,92,213,41,4,16,17,-1.29,goede001,,Brother
Tyler Heineman,heint101,1991-06-19,Pacific Palisades,CA,USA,B,R,70,190,,6,0.947,176,409,98,4,35,35,2.78,heink101,,Son
Tyler Nevin,nevit001,1997-05-29,Poway,CA,USA,R,R,76,225,,4,0.615,192,511,104,12,49,61,-1.06,nevip001,Phil Nevin,Son
Tyler Pastornicky,pastt001,1989-12-13,Bradenton,FL,USA,R,R,71,180,,3,0.608,124,239,58,2,15,17,-1.78,pastc101,Cliff Pastornicky,Son
Tyler Soderstrom,sodet001,2001-11-24,Turlock,CA,USA,L,R,73,200,,3,0.754,264,875,219,37,126,86,3.13,sodes001,,Son
Vic Davalillo,davav101,1939-07-30,Cabimas,Zulia,Venezuela,L,L,67,150,,11,0.925,816,1862,517,13,161,93,9.8,davay101,,Brother
Vic Harris,harrv102,1950-03-27,Los Angeles,CA,USA,B,R,71,165,,8,0.582,579,1610,349,13,121,160,-6.25,harrb117,Billy Harris,Brother
Vic Harris,harrv102,1950-03-27,Los Angeles,CA,USA,B,R,71,165,,8,0.582,579,1610,349,13,121,160,-6.25,harrn102,,Brother
Victor Caratini,carav901,1993-08-17,Coamo,,P.R.,B,R,73,215,,9,0.692,721,1975,482,58,247,188,4.31,garcr901,Robel Garcia,Son-in-Law
Vladimir Guerrero,guerv001,1975-02-09,Nizao,Peravia,D.R.,R,R,75,235,HOF,16,0.931,2147,8155,2590,449,1496,737,59.46,guerw001,Wilton Guerrero,Brother
Vladimir Guerrero,guerv001,1975-02-09,Nizao,Peravia,D.R.,R,R,75,235,HOF,16,0.931,2147,8155,2590,449,1496,737,59.46,guerv002,Vladimir Guerrero Jr.,Father
Vladimir Guerrero,guerv001,1975-02-09,Nizao,Peravia,D.R.,R,R,75,235,HOF,16,0.931,2147,8155,2590,449,1496,737,59.46,guerg001,Gabriel Guerrero,Uncle
Vladimir Guerrero Jr.,guerv002,1999-03-16,Montreal,QC,CAN,R,R,74,240,,7,0.861,975,3734,1077,183,591,430,25.73,guerg001,Gabriel Guerrero,Cousin
Vladimir Guerrero Jr.,guerv002,1999-03-16,Montreal,QC,CAN,R,R,74,240,,7,0.861,975,3734,1077,183,591,430,25.73,guerv001,Vladimir Guerrero,Son
Vladimir Guerrero Jr.,guerv002,1999-03-16,Montreal,QC,CAN,R,R,74,240,,7,0.861,975,3734,1077,183,591,430,25.73,guerw001,Wilton Guerrero,Nephew
Wallace Johnson,johnw901,1956-12-25,Gary,IN,USA,B,R,72,173,,9,0.665,428,569,145,5,59,52,0.17,johnt104,Tim Johnson,Brother
Walt Williams,willw103,1943-12-19,Brownwood,TX,USA,R,R,66,165,,8,0.683,728,2089,574,30,158,109,2.39,willm007,Mark Williams,Grandfather
Wander Franco,franw002,2001-03-01,Bani,Peravia,D.R.,B,R,70,189,,3,0.794,265,1037,292,30,130,92,11.25,aybae001,Erick Aybar,Nephew
Wander Franco,franw002,2001-03-01,Bani,Peravia,D.R.,B,R,70,189,,3,0.794,265,1037,292,30,130,92,11.25,aybaw001,Willy Aybar,Nephew
Wayne Garrett,garrw101,1947-12-03,Brooksville,FL,USA,L,R,71,175,,10,0.805,1092,3285,786,61,340,561,19.55,garra101,Adrian Garrett,Brother
Wayne Nordhagen,nordw101,1948-07-04,Thief River Falls,MN,USA,R,R,74,205,,8,0.947,502,1423,401,39,205,54,-3.62,millk005,Keith Miller,Uncle
Wayne Tolleson,tollw001,1955-11-22,Spartanburg,SC,USA,B,R,69,160,,10,0.739,863,2322,559,9,133,219,5.02,tolls001,Steven Tolleson,Father
Wayne Tyrone,tyrow101,1950-08-01,Alice,TX,USA,R,R,73,185,,1,0.56,30,57,13,1,8,3,-0.44,tyroj101,Jim Tyrone,Brother
Wes Helms,helmw001,1976-05-12,Gastonia,NC,USA,R,R,76,230,,13,0.723,1212,2711,694,75,374,220,-1.68,helmt101,Tommy Helms,Nephew
Wil Nieves,nievw001,1977-09-25,San Juan,,P.R.,R,R,71,190,,12,0.649,427,1164,281,10,114,61,-2.39,nievm001,Melvin Nieves,Brother
Will Clark,clarw102,1964-03-13,New Orleans,LA,USA,L,L,74,190,,15,0.941,1976,7173,2176,284,1205,937,60.44,hackm101,,Cousin
Will Clark,clarw102,1964-03-13,New Orleans,LA,USA,L,L,74,190,,15,0.941,1976,7173,2176,284,1205,937,60.44,hackw101,,Cousin
Will Clark,clarw102,1964-03-13,New Orleans,LA,USA,L,L,74,190,,15,0.941,1976,7173,2176,284,1205,937,60.44,clard102,Dave Clark,Brother
Will Clark,clarw102,1964-03-13,New Orleans,LA,USA,L,L,74,190,,15,0.941,1976,7173,2176,284,1205,937,60.44,clarj102,Jack Clark,Brother
Will Venable,venaw001,1982-10-29,Greenbrae,CA,USA,L,L,75,205,,9,0.791,967,2836,707,81,307,254,13.32,venam001,Max Venable,Son
Will Wagner,wagnw001,1998-07-29,Houston,TX,USA,L,R,72,210,,2,0.924,79,211,54,2,18,21,-0.44,wagnb001,,Son
William Contreras,contw002,1997-12-24,Puerto Cabello,Carabobo,Venezuela,R,R,72,180,,6,0.805,599,2208,602,85,315,283,15.23,contw001,Willson Contreras,Brother
Willie Davis,daviw001,1940-04-15,Mineral Springs,AR,USA,L,L,74,180,,10,0.807,1371,5268,1514,99,617,240,35.09,davij001,Jody Davis,Cousin
Willie Harris,harrw001,1978-06-22,Cairo,GA,USA,L,R,69,195,,12,0.673,1046,2441,580,39,212,306,3.33,rilee001,Ernie Riles,Nephew
Willson Contreras,contw001,1992-05-13,Puerto Cabello,Carabobo,Venezuela,R,R,73,225,,10,0.811,1078,3700,954,172,548,419,29.34,contw002,William Contreras,Brother
Willy Aybar,aybaw001,1983-03-09,Bani,Peravia,D.R.,B,R,71,205,,5,0.892,405,1219,315,33,157,142,3.27,aybae001,Erick Aybar,Brother
Willy Aybar,aybaw001,1983-03-09,Bani,Peravia,D.R.,B,R,71,205,,5,0.892,405,1219,315,33,157,142,3.27,franw002,Wander Franco,Uncle
Wilton Guerrero,guerw001,1974-10-24,Don Gregorio,Peravia,D.R.,B,R,71,145,,8,0.88,678,1678,473,11,127,64,-2.63,guerg001,Gabriel Guerrero,Uncle
Wilton Guerrero,guerw001,1974-10-24,Don Gregorio,Peravia,D.R.,B,R,71,145,,8,0.88,678,1678,473,11,127,64,-2.63,guerv002,Vladimir Guerrero Jr.,Uncle
Wilton Guerrero,guerw001,1974-10-24,Don Gregorio,Peravia,D.R.,B,R,71,145,,8,0.88,678,1678,473,11,127,64,-2.63,guerv001,Vladimir Guerrero,Brother
Yadier Molina,moliy001,1982-07-13,Bayamon,,P.R.,R,R,71,225,,19,0.726,2226,7817,2168,176,1022,542,41.59,molib001,Bob Molinaro,Brother
Yadier Molina,moliy001,1982-07-13,Bayamon,,P.R.,R,R,71,225,,19,0.726,2226,7817,2168,176,1022,542,41.59,molij001,Jose Molina,Brother
Yan Gomes,gomey001,1987-07-19,Sao Paulo,Sao Paulo,Brazil,R,R,74,212,,13,0.77,1118,3756,923,137,517,216,20.83,hamma001,,Son-in-Law
Yangervis Solarte,solay001,1987-07-03,Valencia,Carabobo,Venezuela,B,R,71,220,,6,0.862,670,2407,620,75,307,189,8.02,ceder001,Roger Cedeno,Nephew
Yonder Alonso,alony001,1987-04-08,Havana,La Habana,Cuba,L,R,73,230,,10,0.915,1072,3362,872,100,426,366,9.82,machm001,Mike Macha,Brother-in-Law
Yuli Gurriel,gurry001,1984-06-09,Sancti Spiritus,Sancti Spíritus,Cuba,R,R,72,215,,10,0.76,943,3434,956,98,471,227,12.31,gurrl001,Lourdes Gurriel Jr.,Brother
